time,transcript
39:56,has one long touchdown big play there
39:58,two touchdowns in the championship game
40:00,against Minnesota
40:03,one swings to the outside inside the 10
40:07,block to the end zone behind a Civic
40:10,block his 11th career postseason TV
40:24,most athletic center and football watch
40:26,them get out in front of this play not
40:28,only gets the initial cutoff which you
40:30,have to have on those outside zones
40:32,stays with it one more push down the
40:35,field get to Landon Roberts out of the
40:37,way and there you go for LeGarrette
40:39,Blount how sweet is this payback
40:41,[Applause]
40:46,now they're going to go for two right
40:49,after missing the extra point that makes
40:50,the difference trying to make it 17 to 3
40:53,instead of 16 Eagles go forward a lot
40:57,six of nine for two-point conversions
40:59,both most attempts and conversions in
41:03,the lead so from the two yard line
41:05,I listen for receivers out to the right
41:08,side whole bunch they're naturally go to
41:11,the left and it's Jeffrey and he can't
41:13,make the catch that's Eric Rowe able to
41:16,bust it up 848 to go first half now 15
41:20,to 3 Philadelphia
41:22,[Music]
41:25,well you recognize JLo and a rod taken
41:31,in the action Mike Trapp the great
41:33,California angel huge Eagle fan goes to
41:37,all their games there he is you know
41:41,your family you're standing up the whole
41:42,game lob it from the 25-yard line
41:45,the back is Birkhead double fake and
41:49,makes the catch and Rex Burkhead gets
41:52,free has a block from Amendola front
41:55,beginning from behind his quarry Graham
41:58,so they put Birkhead in the game and
42:01,right off the bat he's good for 47 a lot
42:04,of pressure around Tom Brady but just
42:06,enough distraction just as that defense
42:09,thought they were going to get number 12
42:10,he flips it out in another big play down
42:13,the field
42:14,[Applause]
42:17,[Music]
42:19,under pressure and the blob we pass is
42:23,incomplete you know it was Burkett as we
42:26,take a look at the replay
42:28,it was Burkett who makes the catch here
42:32,he was the guy that collided with Brady
42:34,17 days ago which caused the massive cut
42:38,we asked Brady about that the other day
42:41,we said what was your first thought he
42:42,said my season is over and Birkhead
42:45,probably thought his career was 2nd down
42:51,and 10 from the 29 yard line
42:56,get stuffed before he can get untracked
43:01,making a third down and eight now
43:04,they've worked this play a couple of
43:05,times and they whistled it right past
43:07,the ear hole of any curry twice he might
43:09,end up intercepting one you can see
43:11,Brady tinya had the laces that is a
43:14,second one he is barely missed they were
43:16,trying to slow down his pass rush these
43:19,hits are starting to pile up just a bit
43:21,on Tom Brady
43:23,initially now wait comes into the
43:25,backfield
43:26,[Applause]
43:29,third and eight
43:33,and Ola comes into the backfield and
43:35,that pass goes nowhere so a lot of
43:38,action a lot of movement
43:39,nothing forth innate I mean these are
43:44,screen passes that they can't get off
43:47,Chris long comes flying around the end
43:50,there and for Josh McDaniels he has to
43:52,think well I knew these guys were going
43:55,to be pretty good coming after my
43:58,quarterback but I didn't think I'd get
43:59,to the point when we couldn't run a
44:01,screen pass there he was begging to play
44:03,on the outside against James White had
44:05,to throw it away now a 45-year under 210
44:07,it's Kowski
44:10,this time the snap is good hold is
44:13,perfect and the kick is likewise halfway
44:17,through the second quarter it's
44:19,Philadelphia 15 New England's second
44:23,Super Bowl xxxii
44:25,[Music]
44:25,[Applause]
44:29,back with the score 15 to 6 and we
44:31,talked about New England perfect season
44:33,one away on opening night
44:36,they still wound up with a mark over 13
44:39,and 3 Tom Brady knowing all the things
44:42,with McDaniels and we go to Michele well
44:45,Brandon cooks the Patriots wide receiver
44:47,who took that hard hit from Malcolm
44:48,Jenkins went back to the locker room al
44:50,he will not return they are calling it a
44:52,head injury they haven't called it a
44:54,concussion just a head injury back in
44:56,the locker room will not return out so
44:58,they down a three wide receivers Michele
45:01,you know Chris we were talking about how
45:03,New England season started but they
45:05,rebounded you look at the Philadelphia
45:08,season I mean there were seven and nine
45:09,last year they started out a house on
45:12,fire they were number one in a lot of
45:14,the power poles until they went to Los
45:17,Angeles and lost carson wentz in
45:19,december yeah and to be fair we saw a
45:23,couple of good games out of nick foles
45:24,and then at the end of the season to
45:27,very poor games and then it was Doug
45:30,Peterson and Frank Reich both of whom
45:32,had been backup quarterbacks for
45:34,extended periods of their careers going
45:36,back having that extra week and taking a
45:39,good long look at what it was that Nick
45:42,Foles did in 2013 with Chip Kelly that
45:45,was so successful they incorporated some
45:48,of that and then by the time the
45:49,playoffs started he was rolling so Frank
45:53,Reich author of two of the greatest
45:55,comebacks in football history one in
45:57,college in Maryland
45:59,and of course one with the Buffalo Bills
46:01,against then Houston Oilers little
46:03,surprised he didn't get some action if
46:05,they had Cochise derby sooner or later
46:09,[Music]
46:11,miss kau skis kick
46:15,taking two yards into the endzone so
46:19,let's look at the quarterbacks at this
46:20,point in the game 143 yards off the hand
46:24,of Falls and 191 already for Tom Brady
46:29,you know it's the most bizarre stat not
46:31,shown there maybe the biggest play one
46:34,drop Tom Brady go figure in the bathroom
46:39,Amendola
46:43,brian hoyer his backup quarterback
46:46,going over the tablet with him so here
46:49,his folds almost quit almost quit after
46:52,it was released by the rams went on a
46:54,camping trip with his brother-in-law and
46:58,sit when he was going to come back
46:59,there's only one guy he was gonna play
47:01,for it Andy Reid and we'd brought him to
47:04,Kansas City last year and backed up Alex
47:07,Smith
47:11,from the 25-yard line and you got
47:14,movement Bert's second time for him he
47:25,took them from the two yard line to the
47:26,7 yard line on the other fall start now
47:29,that one took probably four points off
47:32,the board there with that one but
47:34,believe me Zach Ertz and these inside
47:38,receivers I keep thinking this it's
47:40,going to be an inside game throwing the
47:42,ball the other one Nelson Aguilar inside
47:44,as well
47:45,[Applause]
47:52,women
47:54,picks up one Clement getting an
47:57,opportunity to play a lot this season
47:58,when they lost Darren Sproles to a
48:01,season-ending injury in week 3 undrafted
48:04,rookie out of Wisconsin he's done a
48:06,great job well I don't know how many
48:08,times we've done this with the
48:10,Pittsburgh Steelers but James Harrison
48:12,you want somebody to set the edge on
48:13,your defense and of course that's the
48:15,very fundamental part of Bill
48:18,Belichick's
48:18,defenses who better than that guy he is
48:21,a hammer see him lift wait some time
48:25,second and 14
48:27,Harrison 39 years old and says he's
48:29,still playing next year
48:30,[Applause]
48:35,gets it away
48:37,Torrey Smith spins his way up to the 31
48:41,yard line
48:42,tackle ear bike gilmore and makes it
48:46,third down and three I love what Nick
48:47,Foles is doing sees the Blitz throat
48:50,right behind it if you see the Blitz
48:52,coming just throw it right over his head
48:55,there he is
48:56,nice pickup
48:59,[Applause]
49:01,Nick Foles is seeing the field new who
49:05,they're going for
49:09,six minutes to go in the opening half
49:19,rajaiah an inside handoff look at him go
49:23,Jay Ajayi to the 40-yard line knee goes
49:28,down there tons of yardage he and blunt
49:32,both massive amounts of yardage after
49:34,contact case in point their third and
49:38,four how many times do you see here's
49:40,Wisniewski right here but also on the
49:42,outside we had Nelson Aguilar with a
49:45,great block but how many times out have
49:47,we seen this year Doug Peterson on third
49:49,and four it's a pass down for everybody
49:52,in the league pick up big plays running
49:54,the football like he just did he's got
49:55,those two backs from the 44 on first
49:59,down foes going deep down the sideline
50:02,and his jugular Center Bannerman at the
50:06,three yard line
50:07,Jeffery couldn't handle it
50:09,and the Wyndham gets the take away on a
50:12,deflection into the arms of Harmony
50:19,[Applause]
50:21,first turnover
50:24,the one-handed no even - the ball
50:27,[Applause]
50:31,two college roommates from South
50:33,Carolina going at it on that last play
50:36,Stephon Gilmore finally got his shot
50:38,against Alshon Jeffrey good coverage but
50:41,Jeffrey really is the one that's gonna
50:42,flip it back to the middle of the field
50:45,to Durant Harmon who led this team with
50:47,four interceptions career high for him
50:50,but watch the tale into this got it may
50:53,be and then just flips it back to the
50:55,middle of the field and herman said
50:57,thank you very much exactly what the
50:59,patriots needed and start this drive
51:02,from their own 10-yard line
51:03,[Applause]
51:06,Louis is the running back dead on the
51:10,floor back and he gets crunched at four
51:12,again for my Kendricks and we go to
51:14,Michelle well I spoke with both Alshon
51:16,Jeffery and Stephon Gilmore before the
51:17,game you know Jeffrey was Gilmore's a
51:20,groomsman and his wedding they each
51:22,talked about the fun they had in college
51:24,competing but this is their first
51:26,meeting as pros and Jeffrey told me
51:27,their battle tonight would be a good one
51:29,but he said it's been a long time since
51:31,college and I'm pretty sure he got
51:33,better just like I got better out no
51:35,question Jeffrey I'm already off to a
51:37,good start for the touchdown and three
51:41,catches for 73 second down and six from
51:45,the 14 yard line Rainey over to the
51:47,middle and that's dropped at the 19 yard
51:50,line incomplete Gronkowski could not
51:53,handle it Ron cassie's caught one
51:55,tonight for nine yards that's it yeah
51:57,this has been a little bit of an unusual
52:00,game and I think that right now the
52:03,Patriots have to reconsider a little bit
52:06,what they're doing Gronkowski needs more
52:08,and I think these backs need a little
52:10,more action coming out of the backfield
52:11,James White's going to come out wide
52:15,once again Malcolm Jenkins on him maybe
52:17,not quite the matchup that Brady liked
52:19,the Jenkins
52:24,thirty-six fired that's incomplete flat
52:28,comes in though Chris Hogan with Jaylin
52:31,Mills on the coverage first leg on a
52:37,pass play
52:45,prior to the past holding defense in the
52:49,31 here's the matchup right inside
52:58,they're going across let's take a look
53:00,and see if Mills hooks that hip and
53:02,turns them that's what they're going to
53:05,call I believe
53:08,there's the hole now that was Teahupoo
53:10,was influence
53:13,and it's a first down after a third and
53:15,six scooting up to the 25-yard line goes
53:18,beyond Lewis it was their leading rush
53:21,of this year with 896 yards second bomb
53:25,well we've talked about him before but
53:28,Fletcher Cox just one of the real stars
53:31,in the National Football League and the
53:33,thing al that I appreciate more than
53:35,anything about him he's not just the
53:37,pass rush that guy has a way of finding
53:39,the ball carrier devastating initial
53:43,punch and then finds the ball carrier
53:45,from the outside
53:48,to the 32 ghost Dion Lewis Zeppelin with
53:52,the block yeah there's a reason like Cox
53:53,is the highest-paid guy on the team you
53:55,don't see that very often for an
53:57,interior defensive lineman yeah we've
54:00,got a few good ones around the league
54:02,Aaron Donald named the Defensive Player
54:04,of the Year right and this guy is pretty
54:07,much right there behind him we haven't
54:09,seen a ton from Brandon Graham Brandon
54:11,Graham is the leading sacker on this
54:13,team and a guy that gets a lot of
54:15,pressure as well this defensive line now
54:18,these are some of the moments they need
54:20,to win the battle Graham had nine sacks
54:23,during the regular season that there he
54:26,wasn't a sideline first down now play
54:29,clock at one
54:32,protection clothes into traffic and
54:34,that's incomplete well covered
54:36,Ranma cloud on Gronkowski to make it
54:39,circuit down in ten interesting a that
54:42,was sort of a bang-bang play right at
54:45,the top end of that route let's watch
54:47,McCloud come down
54:50,they're gonna say he's going for the
54:52,fall there have been a few like that it
54:54,is always so difficult they are not
54:58,going to give you the benefit of the
54:59,doubt not in the Super Bowl
55:03,white is the back on second to ten he
55:06,stays in the block
55:08,brainy going deep down on the right
55:10,behind and rolls it in at the 25-yard
55:14,line
55:14,got fast jaylen Mills another big play
55:18,for Hogan any time the Patriots want to
55:21,go down the field they're going to chip
55:23,with these guys on the outside to by
55:25,Brady a little more time and I've been
55:27,waiting for this one to happen because
55:30,the New England Patriots knew that
55:32,jaylen Mills has given up a lot of these
55:34,double moves on the season a little
55:36,hesitate and go and now the Patriots
55:39,have a great long drive going Dean of 43
55:43,Hogan's already caught three 483 Brady's
55:48,from for 234 to this point
55:50,go left side James White inside the 10
55:54,snakes it to the end zone that's
55:56,dangerous
56:02,26 yards 90 yard drive kept alive by a
56:08,holding penalty and in they go in seven
56:12,plays really nice job anytime you get
56:16,big runs you need plays on the backside
56:18,watch Shaq Mason here go get the
56:21,linebacker watch Cameron Fleming with
56:23,the cutoff block on Jernigan and that is
56:25,going to allow James White to get in the
56:27,open field and that guy just keeps doing
56:30,it super balls holy smokes that seven
56:33,touchdowns for white in his last four
56:35,postseason games
56:38,next one is no good go figure we've met
56:41,to miss extra points in a field goal and
56:47,with 204 it's 15 to 12 once again go
56:52,back to the snap good won't look pretty
56:58,good looked like there was a little
57:00,bobble on the tail end of that hold and
57:02,maybe just a half a boy you know and
57:07,when something goes wrong early and it
57:10,gets in your head a little bit and now
57:11,you have to wonder should this thing
57:13,come down see that little readjust right
57:16,in the last second but now you start to
57:19,think boy this looks like it's gonna be
57:20,one of those back-and-forth close games
57:22,that the Patriots always seem to play
57:24,but now we're confident they are kicking
57:26,those field goals now 4 seconds from the
57:31,two-minute warning
57:32,[Music]
57:36,12
57:42,lemon and foreigner
57:49,this time it is cornered
57:53,then I swung back and then he gets pop
57:55,like estas tuna
57:59,kicker knocks him down two-minute
58:01,warning
58:02,Eagles by 3
58:05,[Music]
58:13,downtown Minneapolis this building on
58:17,the old footprint of the Metrodome tore
58:20,that down they played for two years over
58:22,the University of Minnesota Stadium
58:24,architectural marvel built in the shape
58:28,and image of a Viking ship home of the
58:30,Vikings Doug Peterson is it
58:33,unleash right here
58:35,[Applause]
58:40,it's run under the bounds after again
58:42,seven yards by Jordan Richards second
58:45,down and three we've seen the Patriots
58:49,play from behind a lot right they did
58:52,against Jacksonville in the championship
58:54,game of course the Super Bowl last year
58:56,and I think everybody in the National
58:58,Football League especially Doug Peterson
59:00,has been watching and they know they
59:04,have to play this one all the way out
59:06,like they're either tied or behind and
59:09,they will be firing here
59:11,second down and three
59:13,[Applause]
59:17,- this side hold in 47 yard line but
59:21,incomplete didn't get to the ground with
59:23,it
59:24,Torrey Smith couldn't complete the
59:26,process Eric row with the coverage makes
59:29,it third down and three why you keep
59:31,playing watch row here just keep
59:32,fighting and keep fighting as he's going
59:35,to the ground the ball comes out
59:37,[Applause]
59:38,[Music]
59:41,it's good coffee
59:43,lise under the old rules we'll see what
59:45,the new rules are gonna be who knows
59:49,that's a big drop though
59:51,that should have been a first down
59:54,on the ball back and have them go down
59:57,the field woman's gonna get the second
59:58,half ticked off as well
60:00,third and three and that is floated and
60:04,caught down the sideline by
60:06,Corey Clement breaks the tackle inside
60:09,the 20 makes it first on the goal a
60:13,little floater perfect touch Corey
60:18,Clement for 55 yards
60:20,Jordan Richards overly aggressive gets
60:22,hit with the swing route right there
60:24,they're going to try and pick inside
60:25,didn't have to but you could tell that
60:28,Richards felt like with that possible
60:29,pick coming he had to loop underneath
60:32,and that's what created the opening out
60:34,there for Clement Harmon could not make
60:39,the tackle he got stiff arm ball is at
60:43,the 9 yard line Leo that over 600 total
60:45,yards in the game
60:47,[Applause]
60:48,under a minute
60:55,through the middle still on his feet
60:58,lemons well he's the third down back but
61:03,he's been a bull here at second down and
61:04,gold and Grady Bella trick timeout is
61:13,taken here now this is a stuff this this
61:17,is a stuff they should have had this for
61:19,about a 2-yard game but Clement just
61:22,kept driving and he is really making a
61:25,statement so far in this game he got a
61:27,lot of practice time this week because
61:30,of the ankle injury to je je and he's
61:33,been sensational he really has come on
61:35,here at the end of the season the
61:36,timeout was taken by New England trying
61:40,to conserve some time if they could get
61:42,the ball back and limit maybe to a field
61:45,goal second down and goal
61:51,well you know - you know what the
61:53,Patriots love those double ups right get
61:56,the ball at the end of the half and then
61:58,be able to take advantage and certainly
62:00,they hurt Jacksonville with that score
62:02,at the end of the half in the
62:03,championship game now they've got the
62:05,full house backfield gone but I bet this
62:07,shift check this out at least for the
62:08,moment
62:12,a lot of shifting remember tackle are
62:14,still in the back
62:17,women
62:19,lemon playing the role of fullback he's
62:23,gonna get to the one-yard line it'll be
62:25,third down and goal and another timeout
62:27,is taken here by New England Toyota
62:30,halftime report coming up guys break
62:32,down the first half
62:33,today what each team needs to do in the
62:35,second half coming up at the half in
62:40,addition to birth to Justin Timberlake
62:42,yeah I was gonna say as much as
62:44,everybody wants to hear what they have
62:46,to say they might be hanging around for
62:49,Justin Timberlake and what you're gonna
62:51,do at halftime no no no there's no no
62:54,challenge hashtag Al Michaels I can see
62:57,you shake your booties on though you're
62:59,not going for Justin's killing me I'm
63:00,talking
63:01,[Music]
63:04,doesn't go with spinal stenosis in big
63:07,moment right here third down and goal
63:09,from the one five receivers and coverage
63:15,watch the pecs
63:18,and to the outside and Jeffrey it's
63:21,taken down in the end zone by Gilmore
63:25,and no flag so fourth and goal let's
63:31,take a look right there just one on one
63:33,on the outside I don't think there's
63:37,enough action there I thought that's a
63:39,good call
63:39,look a little bit more like Jeffrey was
63:41,just falling back for the ball Peterson
63:45,wanted a call and did not get it are
63:49,they really gonna go for us they're
63:51,lining up to go for it anyway from the
63:53,one yard line with 38 seconds whoa baby
63:57,he's a gambler and they're good at
64:00,two-point conversions they might have a
64:02,play they really like Philadelphia
64:05,30-second timeout taking a look at what
64:09,how the Patriots were lining up 17
64:14,fourth down conversions that's the most
64:17,by any team in almost a decade one for
64:19,one in the two playoff games Doug
64:23,Peterson what a job he has done a long
64:25,time back up Dan Marino is in front of
64:29,him Miami in them for many years Brett
64:30,Favre
64:32,on Andy Reid's staff when he got into
64:34,coaching in the NFL decade ago he's
64:38,coaching high school in Louisiana this
64:40,is an unbelievable call this is like
64:42,going for the onside kick against Peyton
64:46,Manning because you don't want him to
64:48,get the ball too many times you don't
64:49,think you can hold him out and here we
64:51,go
64:52,this could decide the game
64:55,once it goes
65:00,and they're gonna snap it
65:02,it's trained bird niiice poor fools
65:05,touchdown
65:10,how do you figure
65:16,they go to the very very very back of
65:19,the playbook from the touchdown Trabert
65:23,a college quarterback and watched all
65:27,the action polls going to sneak over
65:29,here direct snap everybody comes up and
65:32,here we go
65:33,what a play call by Doug Peterson this
65:37,play call has a chance to be remembered
65:40,as one of the all-time greats just going
65:42,for it and to complete the pass that the
65:45,Patriots could not
65:48,- Burton - Foles Elliott for the extra
65:53,point
65:53,Wow 34 SEC's Paul
65:57,let's do Staley long time running back
66:01,coach there we go they've got all these
66:06,signals shotgun he would not have been
66:09,eligible but for the fact he was in the
66:11,shotgun not under center and there's the
66:14,old basketball player they talked about
66:16,Nick Foles he's more comfortable playing
66:19,quarterback like a point guard and here
66:22,he is receiving
66:24,the past that is going to be shown a
66:27,billion times it is Mike Trapp of the
66:31,California Angels LA Angels of Anaheim
66:34,you know Chris we started out by talking
66:37,about as you look at Patricia on the
66:39,other side about Doug Peterson he's
66:43,gonna be aggressive that says he's
66:45,aggressive as you could possibly be go
66:46,for him to fort them with the all time
66:49,trick play one of the all-time gutsy
66:52,calls right there you don't make that
66:54,give it back to Brady right there that
66:57,was second-guessed forever what a call
67:02,down in the end zone here so the
67:04,Patriots are going to get it with 34
67:06,seconds trying to at least to get into
67:08,field goal rings one timeout
67:11,so the pass to Brady did not work the
67:13,pass the polls did we saw it they had
67:15,their own trick play set it up perfectly
67:17,had Brady wide open could not make the
67:22,play and on the other end much younger
67:25,Nick Foles did
67:26,[Applause]
67:29,breathtaking that's breathtaking in a
67:31,Super Bowl
67:32,that's a breathtaking call 323 yards
67:39,in the first half for Philadelphia so
67:41,Brady with a little time to try to get
67:44,him down the field
67:47,detection is outstanding
67:50,into double coverage and then complete
67:52,intended for Danny Amendola he had mills
67:55,back there with Cory Graham that took
67:57,seven seconds off the clock second down
67:59,any time if you're gonna take away
68:01,Gronkowski you have to take away this
68:03,seam route look at all the action out
68:06,here and I think it's making Brady crazy
68:08,this is their go-to play when you're
68:10,talking about Gronkowski and yet they
68:12,have been right underneath it all night
68:14,long good play there by Amendola just to
68:20,break up the interception Rainey hitting
68:22,only 50% 10 to 20 but the 234
68:26,fires and that's going to be hauled in
68:28,at the 45-yard line Phillip Dorsett
68:31,makes his first catch and New England
68:34,will take its final timeout with 20
68:37,seconds well you have to remember now
68:39,what the loss of Brandon cooks is going
68:42,to mean to this team it folds over
68:44,they're enjoying that little play but
68:47,you've got Brandon cooks who was the
68:50,best deep threat had the most yards of
68:53,any deep threat in the National Football
68:54,League over the last two years and they
68:57,made the deal to bring in Phillip
68:58,Dorsett to this team he's a very similar
69:01,player but doesn't have anywhere close
69:03,to the skillset or the experience that
69:06,Brandon cooks has they'll have to play
69:08,the whole second half the rest of the
69:10,game without cooks he's he's gone they
69:12,played the entire second half against
69:14,Jacksonville two weeks ago without Quan
69:16,Koski and still pulled it out
69:19,personnel
69:22,[Applause]
69:27,rady under pressure gets jostle now he's
69:30,gonna take off
69:32,can't get to the sideline tackle dare by
69:35,Brandon Graham Michigan against Michigan
69:37,they got a race up to the line and maybe
69:39,spike it and throw a Hail Mary because
69:41,the clock is not that of five four and
69:45,he just spikes it they're too far of
69:47,course for a field goal
69:48,one last probable Hail Mary with three
69:51,seconds yeah unfortunately they had
69:56,Chris Hogan all the way down the field
69:58,there and he had to hustle all the way
70:00,back and being short at wide receiver
70:02,maybe they didn't have the natural
70:04,substitution pattern that they might
70:05,have had to leave a little more time on
70:07,that clock I'd say we've seen all the
70:10,trick plays coming out here I don't know
70:12,what we're gonna get here but we'll see
70:16,remembered offensive foul would extend
70:19,the half yeah Doug Peterson wanted to
70:22,talk about it he knew something strange
70:25,was coming what a first half very
70:33,entertaining just fantastic I mean you
70:36,know all of the talk before the game and
70:39,everybody's you know yakking away and
70:41,the stories all of that who could have
70:43,predicted this you know we have seen the
70:46,underdog Philadelphia Eagles all season
70:49,long that little chip on their shoulder
70:51,we're in the dog mask they have warned
70:54,that well Patriots came in they were
70:56,awfully confident about this game but it
70:59,has been the big plays that have really
71:01,eluded the Patriots just a bit and
71:04,eagles have made them and that's been
71:06,the difference though they've relish
71:07,that underdog role they were the 1 seed
71:09,and they weren't underdog to the 6
71:11,Atlanta
71:12,the divisional playoff happens here
71:16,barring a defensive foul
71:18,[Applause]
71:21,and the winner will get the ball to
71:23,start the second half
71:25,said that I'm here to Danny Ammon
71:28,and that will take us to halftime 276
71:37,passing yards for Brady in the half to
71:40,15 for foals
71:41,the Philadelphia Eagles trying to win
71:44,for the first time ever trying to win
71:46,the big game for the first time ever
71:49,don't let's check back to the locker
71:51,room to begin to make his adjustments
71:54,which he makes all game long and he's
71:56,pretty good at halftime - I'll say 28 -
72:00,three last time around they came back in
72:02,one 10-point deficit nothing let's go to
72:05,my show all right with coach Doug
72:07,Peterson fourth and goal from the one
72:09,you call the play that results in a
72:11,touchdown pass to foals what inspired
72:14,the decision to go for it with that call
72:16,well we had just gotten all the way down
72:19,the field and I wasn't gonna stop I
72:21,wasn't gonna let our offense be stopped
72:22,on the one-yard line
72:23,it's a play we've been working the last
72:25,couple of weeks and our guys execute it
72:27,brilliantly no lead is safe against Tom
72:30,Brady what's your message to your team
72:32,at halftime we got thirty minutes of
72:34,football we got we got a refuel we got a
72:36,recharge and we got to play for another
72:38,thirty minutes this is a they're too
72:40,good on that side of that side of the
72:42,field and messages we got to play play
72:45,for another 30 minutes coach thank you
72:46,thank you out Michelle Michelle McBay
72:49,won the honor of a duck Peterson I'm
72:51,sure came close in the coach of the Year
72:53,balloting stay tuned
73:01,[Music]
73:03,[Applause]
73:06,going for it all into the end zone
73:12,pounce on chip free for the touchdown
73:15,great catch all of the shoulder big play
73:19,their swings to the outside block to the
73:21,endzone for LeGarrette Blount how sweet
73:24,is this payback Bicol left side James
73:26,White inside the 10 takes it to the end
73:30,zone touchdown
73:35,[Applause]
73:45,[Music]
73:46,[Applause]
73:55,about as entertaining a first half as
73:57,you can possibly sweet 22 212
74:00,Philadelphia on top at the break first
74:03,Super Bowl
74:04,both teams each gain 300 or more yards
74:06,in the first half Falls and Brady for
74:10,Super Bowl each quarterback passing for
74:13,200 or more in the first half Falls the
74:15,first ever in 52 Super Bowls first ever
74:17,quarterback to catch a touchdown pass 9
74:20,different players with a rush or a catch
74:22,of 20 plus yards plenty of offense 673
74:30,yards worth of offense against one team
74:33,that was number four in defensive
74:34,scoring and the other team number five
74:37,just warming up al here we go second
74:41,half in Minneapolis under the way
74:44,[Applause]
74:45,we'll take a knee there the Loess we go
74:48,to Michelle I got a chance to speak with
74:50,Bill Belichick and I asked him why he
74:52,did not start Malcolm Butler and why
74:54,Butler's not playing on defense and he
74:56,said I made the decisions that give us
74:58,the best chance to win and as far as
75:00,trying to stop their run he said we got
75:02,to do better in all phases out all right
75:05,little bit warmer semantics Samba
75:08,they're right for building what else is
75:11,new that was about what we expect of
75:12,course Thank You Michelle
75:16,from the 25-yard line
75:17,[Applause]
75:20,Grady begins this drive tom 12:23
75:25,[Applause]
75:28,there's an errant intended for
75:31,Gronkowski can't connect with him
75:33,Gronkowski tonight one catch for nine
75:35,yards period
75:36,Brady's missing these throws this is
75:38,wide open here's the seam against the
75:40,single safety look this is their bread
75:42,and butter this is Tom Brady and Rob
75:45,Gronkowski 25 throws out of 25 they're
75:49,going to hit that and we have seen
75:51,tonight Tom Brady missed some of these
75:53,throws I don't know if his hands an
75:55,issue and he has missed some throws
75:57,tonight when without that tape tonight
75:59,white is the back again cooks out of the
76:02,game head injury lost in the first half
76:08,lady stepping up avoids the pressure
76:10,throws him this time it is caught by
76:12,Gronkowski he gets free first diagram
76:16,with the tackle 25 yards let's take a
76:18,look at Rob Gronkowski in the first half
76:20,he's had plenty of opportunities and
76:23,just not been able to come up with some
76:25,of those trademark big plays that last
76:28,wasn't thrown a bit behind that was a
76:30,back shoulder but it has been this
76:33,Eagles defense that has continued to
76:35,make big plays big P inside handoff
76:39,and that's Gronkowski so back to back to
76:42,him after that one catch in the first
76:44,half he's caught two in a row Graham
76:47,makes the tackle and that's good for
76:49,twenty four if at first you don't
76:50,succeed it's the exact same play exact
76:53,same play and if you think they're gonna
76:55,call Gronkowski on that little nudge
76:57,forget about it
76:59,325 passing yards
77:01,white slicing through over the left side
77:04,to the 23 yard line you know it's so
77:07,interesting Doug Peterson probably
77:09,looked at the scoreboard it's like
77:13,everybody's okay getting up probably
77:16,looked at the scoreboard when he made
77:17,that decision to go for it on fourth and
77:19,one down there and said with the way
77:20,these guys starts the second half I'm
77:22,gonna be behind by the time I get the
77:24,ball back so he went for it I still
77:26,can't get over that that was so pull
77:29,gutsiest let's see a call as you'll see
77:33,the thugs been doing that a good part of
77:35,the season
77:36,second down and six
77:40,Brady good protection again
77:42,and goes that one out-of-bounds intended
77:45,for devil to pull back incomplete third
77:47,down and six
77:48,that was nice on the outside there by
77:50,Malcolm Jenkins they've been setting
77:52,that play up with James White blanked
77:55,out wide he's gonna fake like he's going
77:57,to go in for the pick Jenkins did not
78:00,fall for it so quote so far the decision
78:03,by Jim Schwartz to take Malcolm Jenkins
78:05,out there on James White has been paying
78:08,dividends
78:11,now skis foot wide to the left
78:15,third and six Raven
78:17,in that direction hits him and Gronk
78:20,gets it inside the 10 takes Graham with
78:23,him sets up a first down of gold yeah
78:26,Brady saw the pressure that time and
78:28,knew he was going to get the one-on-one
78:30,coverage on the outside and took
78:32,advantage that was one of the few
78:33,pressures we've seen so far out of the
78:36,Philadelphia Eagles
78:41,opening drive
78:44,the second half is seventh play
78:47,[Applause]
78:49,taking it down to the five-yard line
78:51,goes James white so they get second down
78:54,and goal you know if you're wondering
78:57,about the strategy think back to what
78:59,happened to the Atlanta Falcons in the
79:01,Superbowl last season of course they
79:03,wore down late and overtime looked
79:05,exhausted but this Philadelphia defense
79:08,came till about seven or eight deep
79:10,along that defensive line shouldn't
79:12,happen to this bunch
79:14,[Applause]
79:22,or man less and then it's caught
79:24,Gronkowski for the touchdown
79:30,so he goes to a silent night to a big
79:33,drive here and gets in for the score
79:40,now they're starting to get the
79:41,combination going he's going to fake
79:43,outside come back inside
79:45,Darby's going to slip just a bit but now
79:48,the combination you go back to that game
79:51,against the Pittsburgh Steelers when
79:52,everything was on the line and what did
79:55,Tom Brady do he just went after
79:57,Gronkowski almost every single
79:59,Gostkowski for the extra points so
80:02,Gronkowski catches four passes on that
80:06,drive they quickly go 75 and turned it
80:09,into a three point game in Minneapolis
80:19,most championships by a player her
80:24,battle e6 with the Packers in Cowboys
80:26,fuzzy Thurston won six with the Colts
80:29,and the Packers most Super Bowls won by
80:31,a player Brady with his five and then
80:34,Haley with the 49ers and the Cowboys won
80:37,five I'll try to break that tie tonight
80:44,took New England two minutes and 45
80:47,seconds to turn it into a three-point
80:50,game
80:50,this is parner can
80:54,with a flag thrown
80:56,Varner guy whose cousin is the mayor of
80:59,st. Paul
81:07,treating starett or only one penalty
81:11,against the wing room tonight four
81:13,against Philadelphia on the return
81:16,illegal block in the back return team
81:19,number 54 10-yard penalty first down
81:22,Philadelphia so far the difference in
81:26,this game has been the trick plays going
