time,transcript
44:19,ten points three times
44:23,the falcons are showing all-out blitz
44:28,third down and nine Brady throws
44:31,incomplete but another flag and it
44:36,happened in the secondary and it's
44:38,another hold against Atlanta
44:47,that's three defensive holds on this
44:50,drive against Atlanta and an easy call
44:53,you see the release there by Malcolm
44:56,Mitchell and then it causes the hold of
44:57,Andre Campbell he just went right
44:59,through Shaq Mason and right guard and
45:01,Brady has to get the ball out but now is
45:03,like you said another
45:06,another one on Brian Poole and whether
45:09,it's been Amendola Hogan or anyone else
45:12,say they've put him in a bind all three
45:15,of those holds and come on third downs
45:22,[Applause]
45:24,Atlanta and Hegeman came through and was
45:27,the first one to greet McGarrett Blanc
45:32,[Applause]
45:34,and the rushing yardage column dominance
45:38,by the Falcons the Eric wants so far
45:42,just two yards of carry eight for 16
45:44,with a fumble
45:45,[Applause]
45:52,45 Green 18 chief Brady
46:00,and he's got a New England first down
46:03,and again Tom Brady just able to get rid
46:07,of it before the pressure got to him
46:10,completes it for 13 March Ellis Bennett
46:13,he comes off the ball and he's able to
46:15,get some separation there and get the
46:17,ball into his hands and he's had to do a
46:20,little bit more with Rob Gronkowski
46:21,going down as well he's bounced around a
46:24,little bit the Patriots give up a fourth
46:26,round pick for him and he's come three
46:30,or so that's a nice place throughout the
46:32,season fake the throw they hand it off
46:35,to Louis
46:37,take it inside the 25 to the 20 for a
46:40,gain of three this is a nice drive right
46:42,now by this Patriots offense been aided
46:45,as we said by some penalties with the
46:47,stock ins defense kept some drives going
46:49,but down 14 points and first half wind
46:53,and down needin to come away with
46:54,something to get a little momentum back
46:55,on their side now they're threatening
46:58,the Falcons won the toss they deferred
47:00,they'll get the ball to start the second
47:02,half second and seven
47:15,for extra yardage third down coming up a
47:18,gain of one and Grady Jarrett is there
47:22,to make the big hit the first guy there
47:24,was Dwight Freeney well I think this
47:27,defensive front for the Falcons was
47:29,really challenged coming in this game
47:31,you see gratings here and I ain't
47:32,halfway expected to see a flag when you
47:34,start body slam and guys you started
47:36,looking for yellow flags coming out but
47:38,they have played really well whether
47:41,it's been getting pressure on Brady with
47:43,a four-man rush or playing the run they
47:46,have risen to the challenge here in this
47:47,first half
47:47,third down and six
47:55,Falcons overload the right side of the
47:57,Patriots offensive line passes Peck
48:00,intercepted Robert Alford he's gone
48:04,there no flags and the Falcons add to
48:07,their lead
48:08,Alford with a pick six
48:34,82 yards on the return by Robert Alford
48:37,trying to run a rubber out with Amendola
48:40,then coming underneath and you're going
48:41,to see Alford he's deep and he just
48:44,reads Brady he drives underneath it he
48:47,makes a play Tom Brady's not able to
48:49,slow him down that's a great job now
48:52,with the Patriots down in scoring
48:53,position with two takeaways defensively
48:56,at this time it's a pick six to 21 left
48:59,in the first half and this young defense
49:04,on the biggest stage
49:08,shutting down Tom Brady
49:11,[Applause]
49:14,two turnovers and they've turned those
49:16,two turnovers into 14 points and lead by
49:21,21 second year head coach Dan Quinn
49:28,it's group up by 21 Dan Quinn the head
49:32,coach of the Atlanta Falcons is in his
49:35,third Super Bowl over the last four
49:37,years two times his defensive
49:39,coordinator for the Seattle Seahawks and
49:42,his young defense is looking Seahawk
49:44,black able to get crushing the floor
49:46,secondary fly-around good active
49:49,linebackers second Dylan seven
49:53,gets hit as he throws it somehow
49:59,unbelievable that ball was up for grabs
50:01,and it drops into the arms of Bennet for
50:04,15 yards Beasley does a nice job of
50:07,coming underneath the block and getting
50:09,a hit on Brady and what typically
50:11,happens on those types of balls that are
50:13,intercepted but Bennet in the perfect
50:16,position to make a play on the ball Wow
50:18,now to Vadra Campbell the rookie
50:20,linebacker is down for Atlanta we'll
50:23,take a break here in Houston
50:28,had to be taken by
50:30,the injury to the bonding
50:32,Devon very candle
50:33,they're left with one Patriots at two
50:38,protection mrs. Julian Edelman who was
50:41,wide open they finally are able to get
50:49,Edelman across the formation and he's
50:51,open a perfectly designed playing and
50:54,Brady just simply misses them this time
50:56,he is afforded a little more time in the
50:58,pocket to deliver the football e white
51:00,greenie who hasn't gotten home yet has
51:03,certainly been the back field a lot he
51:06,has had a heck of the first half and
51:07,they
51:08,it hasn't been lost on the Patriots they
51:11,worked him over pretty good
51:14,ready for for his last ten second and
51:17,ten good protection again
51:21,- receiver his wife nice move for first
51:24,down and more
51:25,inside the 30
51:29,and with a clock running they elect to
51:32,keep their timeouts a 28-yard catch and
51:35,run and one of the few times we've seen
51:37,the falcons over-pursue and unable to
51:39,make the tackle after the catch
51:53,first down from the 29 quick setup
51:58,he's to the 21 Tom Brady has rallied the
52:02,Patriots from a 21-point or more deficit
52:05,to win a game three times in his career
52:08,state channel he's got the Patriots with
52:12,a second down and two
52:13,[Applause]
52:25,third and two with 30 seconds left and
52:27,go back to the catch and run by white
52:30,James white he's in the backfield Deon
52:32,Jones in coverage and gets him running
52:34,and then Jones just not anticipating
52:37,that White's going to get the ball
52:39,thrown to him and not been there to make
52:42,the tackle
52:43,in favor nice game but this is a nice
52:46,Drive here we'll see what the Patriots
52:47,are able to do on third down but trying
52:49,to come away with a touchdown at the
52:50,same time not leave too much time on
52:56,gaining to
53:05,pass is caught first down white
53:08,to the 15 and a timeout taken by the
53:11,Patriots who scored on six of their
53:15,first eight possessions in the AFC title
53:18,game against the Steelers this is their
53:20,sixth drive in this Super Bowl no points
53:23,so far but they're in good position now
53:25,down 21 visit NFL shop calm after the
53:28,game for the largest selection of Super
53:31,Bowl 51 championship gear at the
53:33,official store in the NFL NFL shop calm
53:38,ray has been under a lot of pressure
53:41,against this Falcons defense
53:43,[Applause]
53:46,been predominately with the four-man
53:47,rush and they've been able to get home
53:49,and we start getting hit like that rush
53:52,it has a huge impact then on a
53:54,quarterback
53:57,this is a Falcons defense that last in
54:00,the league keeping people out of the
54:02,endzone down here in the red zone 23
54:05,seconds left in the half first down one
54:08,time
54:10,Patriots show to get on the board Brady
54:12,hangs and finds
54:16,that's one of the stars of this first
54:19,half
54:20,we got his hand in there
54:23,[Music]
54:26,there and the ball was just thrown
54:28,enough behind Edelman to where he
54:30,couldn't catch it on the move because he
54:32,had a couple steps on Robert offered you
54:35,see if he's able to hit him in-stride
54:36,it's a touchdown but Alford with the
54:40,ball slightly thrown behind Edelman he's
54:42,able to make the good play now second
54:44,guy
54:50,a screen for white gets
54:57,inside the five
55:00,12 seconds left and a flag is down
55:02,outside the town
55:03,[Applause]
55:14,there's Martellus Bennett
55:17,holding hold number 88 offense
55:20,[Applause]
55:24,where
55:26,yeah the shoulder pass lifted a campus
55:28,taking them off it's a costly penalty
55:32,David Andrews the center he gets out it
55:34,makes a big time block that springs it
55:37,now it's all coming back and the killer
55:39,is for New England is not only to lose
55:42,the yardage you lose two times
55:47,only 12 seconds left now
55:50,and second and 15 from the 20
55:54,second hold against Bennett listen
56:00,screen for pen
56:03,[Applause]
56:06,clock continues to run and bill
56:08,belichick as you can see is there to
56:10,call a timeout and instead of putting up
56:14,seven before the half it looks like the
56:16,Patriots will have to settle for a
56:18,Gostkowski field goal truck yeah I don't
56:20,know about that call by Josh McDaniels
56:24,you know it was designed well but if you
56:27,get the ball with such little time to
56:29,Martellus Bennett it's unlikely that
56:32,he's going to get it too much out of
56:34,that play so that's one that he'd like
56:39,to have back pretty jarred got in there
56:42,and made that play it'll be a 41-yard
56:45,try by Gostkowski who is 29 of 31
56:49,all-time
56:50,during the postseason and he has hit 20
56:52,straight
57:02,and with two seconds left in the half
57:04,the Patriots are on the poor they travel
57:06,by 18
57:10,not with Tom Brady had in mind that
57:13,drive was knocking on the door the end
57:15,zone Brady is trying to make history
57:18,here tonight become the first
57:20,quarterback to ever win five Super Bowls
57:22,is on the short end of this one in the
57:25,Atlanta Falcons not a lot of believers
57:28,coming into this game especially about
57:30,this defense but man have they played
57:31,great in Troy there was so much talk
57:34,about the New England defense and they
57:37,were the top scoring defense in the NFL
57:39,this year but this is the first time New
57:41,England's defense is facing a
57:44,quarterback been ranked in the top 10 in
57:46,quarterback rating all year and they
57:48,happened to be facing the guy in Matt
57:50,Bryan who ended first with an incredible
57:54,number of 117 point 1 now it's been a
57:56,defense that has been questioned for
57:59,that reason for much of the season in
58:02,terms of who they've played against and
58:05,we certainly knew that this was going to
58:07,be their toughest test and then the
58:09,Falcons have done an excellent job in
58:11,beginning for most people though if you
58:13,de said the score would be 21 3 and a
58:15,half time most everyone would have
58:17,thought that it would have meant the
58:18,Patriots we're the team with 21 points
58:21,this Falcons team both sides of the ball
58:23,they've done an outstanding job and
58:25,really just kind of seems like they've
58:26,been playing in a little different speed
58:27,than what the Patriots have been to the
58:29,credit of head coach Dan Quinn who
58:31,brought his young team to the stadium
58:33,here yesterday let him get inside the
58:35,locker room take their pictures half
58:37,those moments and then as he told us
58:39,during the week one Sunday come this
58:43,time
58:47,and that's the end of the first half as
58:50,its recovered by
58:52,DeMarco
58:56,Falcons had turned two takeaways into 14
59:00,points this opening possession for both
59:04,of these teams I think is big to start
59:06,this second half the Falcons of course
59:08,they want to continue with momentum
59:09,great job to end that half by the
59:11,defense can the offense run the ball to
59:13,play action passing the things they did
59:14,so well there in the first half but more
59:16,importantly and the Patriots defense
59:19,make a stop and let this Falcons offense
59:22,know that they're going to have to
59:23,continue to play and get the ball back
59:25,to this office Kowski kicks it away
59:33,[Applause]
59:35,well covered by New England in a dead
59:37,neuron the stop let's go down to the
59:39,field and check in with Chris Myers Bill
59:41,Belichick said if you wait until
59:42,halftime to maist to make adjustments
59:44,it's too late he started juggling things
59:46,in the opening quarter like how he was
59:48,covering Julio Jones because they
59:50,couldn't stop the run and then when he
59:51,did that Julio Jones set up a touchdown
59:53,when they asked him but House offense to
59:56,get him back in the game I got kind of a
59:57,blank stare but he did indicate turning
60:00,this game around starts who's stopping
60:02,Matt Ryan in the
60:03,one hour 8 minutes since we last saw the
60:07,Atlanta Falcons offense they take over
60:09,at their own 19 leading by 18 and they
60:13,hand it off to Freeman No
60:15,hi towel made the play
60:18,a loss of three and back down to the
60:21,field here's Aaron and Joe you mentioned
60:23,how long it's been for the Falcons
60:25,offense since they've been on the field
60:26,Dan Quinn saying look it is what it is
60:29,and that's why our mindset starting here
60:31,in the second half has to be we're
60:33,pedaling downhill we just have to attack
60:35,did ask him what he told his team reset
60:38,forget about the first half he mentioned
60:40,what concerns in the most this ball
60:42,hulking defense from the Patriots in
60:44,their explosive offense
60:48,Aaron thanks Incan in 13
60:50,[Applause]
60:57,the reception can't make the 25 a good
61:02,play made by Logan Ryan a gain of seven
61:05,so third and six coming an opportunity
61:08,for this Patriots defense to get a stop
61:10,and get Brady right back on the field no
61:13,doubt this would be a big statement by
61:15,this New England defense in PAL Shanahan
61:17,he comes out on first down tries to run
61:20,the ball Dante Hightower makes a great
61:23,play
61:24,on first down and that's something that
61:26,were unable to do with this running game
61:28,by the Falcons they're in that first
61:30,half third down and six
61:44,sideline broken up
61:48,for Taylor Gabriel and out there Eric
61:50,Rowe who was added in a trade week
61:54,wanted the season a former second-round
61:56,pick by Billy there crow he's young at
61:59,the position and like there was a little
62:02,contact at the top of it but they go
62:03,after Eric crow one-on-one and a
62:05,five-man rush by the New England
62:08,Patriots and that's a big time three and
62:10,out that's hard to do against his
62:12,Falcons offense they don't
62:15,rare that they don't pick on the first
62:16,down well it's the first Atlanta Drive
62:18,in this game without a first down
62:20,attached to it
62:23,down at six wash it apart
62:25,[Applause]
62:28,[Music]
62:34,which one temple
62:36,down the sideline
62:38,wotcher
62:40,and a big-time return by Julian Edelman
62:43,34
62:46,56-yard punt here comes New England down
62:49,18 during the break a challenge flag
62:52,thrown by Dan Quinn we're going to get
62:54,the call right now from Carl Jeffers it
62:58,was for that the left foot mentleman
63:00,along the sidelines after review the
63:03,returner stepped out of bounds at the 47
63:06,yard line that's where New England will
63:07,have it first and 10
63:10,dr. 1307 sitting at the 45 of Atlanta I
63:20,assume that tight look it's the 47 of
63:24,Atlanta
63:27,[Applause]
63:28,moving back to the 47 of New England so
63:34,some yardage taken away eight yards on
63:37,the return but Julian Elliman
63:39,and here's a better look at it
63:43,[Music]
63:46,so starting from their own 47 down by 18
63:50,[Applause]
63:59,and said Chris Hogan could throw that
64:01,time by Brady and Hogan couldn't make
64:03,the catch
64:04,collagen coverage good covers by Jalen
64:07,Collins and a lot of field there with
64:09,man coverage to get the ball out on that
64:12,boundary and Chris Hogan just unable to
64:15,make the play on that ball perfectly
64:16,thrown ball by Brady there's two catches
64:19,for 23 yards for Hogan after that
64:22,incredible performance against the
64:24,Steelers in the championship game nine
64:26,for 180
64:27,second and ten
64:34,a flag is thrown from the secondary
64:37,Brian Poole made the stop the undrafted
64:41,rookie out of Florida
64:47,and it's against New England with Brian
64:50,Poole he played that ball awfully well
64:52,guy who had a couple holding penalties -
64:54,interference number 15 offense that
64:56,penalty is declined
65:00,so they decline the penalty instead of
65:02,second in 20s there
65:05,on Chris Hogan but you know Brian Poole
65:08,he's anticipating the quick passing game
65:09,that's one of the things that the
65:10,Patriots like to do in defense that you
65:12,have to be aggressive and attack and
65:14,that's what he was able to do it makes a
65:16,big-time play there down and 12
65:18,for grading
65:28,confusion there about his Falcons
65:30,defense and Dan Quinn on the sidelines
65:33,the head coach called the timeout
65:42,then Quinn's defense
65:46,which is coordinated by Richard Smith
65:48,we'll have a chance to talk about this
65:49,third down and 12 last night all the
65:53,awards were handed out around the NFL D
65:55,NFL's an assistant coach of the year was
65:58,Kyle Shanahan who it appears is headed
66:01,to the 49ers to become their next head
66:04,coach with our former colleague John
66:06,Lynch in the spot of general manager and
66:10,in that little head-to-head against Josh
66:12,McDaniels pal Shanahan's winning that
66:15,battle there he is upstairs
66:19,defense out there and McDaniels trying
66:21,to find a way to get a first down
66:22,[Applause]
66:32,third down and 12
66:34,past
66:38,so despite the great starting field
66:40,position for New England nothing doing
66:45,as soon as they move Edelman down and
66:47,Alford goes with him he's in man
66:48,coverage and Tom Brady knows that and
66:51,this is where the Patriots are really
66:52,dangerous most of the time when you get
66:55,Edelman running the shallow crossing
66:56,routes can't keep up with them with
66:58,tremendous quickness and speed but to
67:00,drop balls there by
67:03,and hope that drive
67:10,and a fair catch called in by women's
67:13,the Falcons have the second time in the
67:16,second half as they leave 21
67:23,rival start for Atlanta at their own 15
67:26,as they lead 21 3
67:31,twenty-one possessions of Falcons went
67:33,three and out that's how they started
67:35,this second half
67:38,but in the backfield
67:41,NASA's Gabriel on across the 30
67:46,Seiler Gabriel who has become a major
67:49,weapon for Matt Ryan game 17 off the
67:54,play-action passing in Taylor Gabriel he
67:56,gets in there and the guy that can
67:59,really fly the fact that he became
68:01,available when the Cleveland Browns let
68:03,him go and Kyle Shanahan had some
68:05,background with him when he was with the
68:07,Browns as offensive coordinator he
68:08,picked him up it
68:10,keya position he is back
68:17,faster :
68:21,Coleman out across the 35 we haven't
68:23,talked much about Alex math who was the
68:26,free agent added from Cleveland to
68:28,really solidify this offensive line he
68:31,got hurt in the NFC Championship game
68:34,there are some reports out there that
68:36,this fibula injury is actually a break
68:39,he didn't really want to talk about it
68:41,much with us
68:43,but he's held up well well sure has he's
68:46,made some quick time blocks to to get
68:48,this running game going
68:49,[Applause]
68:52,Gabriel
68:54,and a bustin coverage by this Patriots
68:57,defense
69:00,Gabriel he puts a heck of a move on this
69:03,round that frees him up Malcom Butler in
69:06,coverage right there trips him up then
69:09,he's got to make the catch no one he's
69:11,got the safety on the other side he's
69:13,going to put the hit on him it's a big
69:18,hand off his to Coleman running left and
69:21,Johnny's here force him out at 35 yarder
69:24,to Taylor Gabriel was the longest pass
69:29,play tonight and here it is again now
69:31,you see the release off the ball with
69:33,speed as soon as he starts to the
69:34,boundary with the dead fake it trips up
69:37,Malcom Butler and it gives Matt Ryan
69:39,just an easy completion but you talked
69:43,about Kyle Shanahan and what he has
69:46,meant to this offense those are the
69:48,kinds of things in terms of grout
69:50,running there's not a lot of teams in
69:51,this league that can really teach some
69:54,of the fundamental thing
69:55,we watch these wide reciever they do an
69:58,excellent job they're parented they're
69:59,well coached that's why they go with the
70:01,football the way they do
70:04,on second and Ryan
70:07,out to his left pearls palaces that's a
70:10,new
70:11,Mohamed Sanu is to the 15-yard line
70:14,Lanta first down about that catch but
70:18,the year for Mohamed Sanu who played
70:21,second fiddle to AJ green in Cincinnati
70:25,now he's second fiddle to this guy he's
70:27,had a great season he really has he's
70:29,over Ruffin his first catch for 13 yards
70:35,Freeman right side hits over
70:38,inside the ten after seven by trade
70:41,flower you think about this second half
70:43,Joe and Falcons open up the second half
70:46,they go three and out the Patriots get a
70:48,great return from Julian Edelman they do
70:49,nothing hood with great field position
70:52,the young Falcons defense force of three
70:54,now and now this Falcons offense on the
70:57,move and threatening for more points
71:00,[Applause]
71:07,and back near the 10 and this Patriots
71:12,defense is looking for a takeaway that's
71:14,what they need a loss of two by Devonta
71:17,Freeman and there's the defensive
71:19,coordinator Matt Patricia
71:22,he's called the defense for Bill
71:24,Belichick since 2010 he's been the
71:26,official defensive coordinator since
71:29,2012 entitled
71:34,Mohamed Sanu down here he's the most
71:37,targeted receiver for this Falcons
71:40,offense on third
71:48,Ryan passe is broken up but a fly
71:53,what luring coverage on Gabriel and a
71:57,flag is thrown right in that spot
72:00,[Applause]
72:09,pass interference number 21 defense
72:11,automatic first down
72:17,and see what happens in the left arm the
72:22,left arm is around him against the pool
72:25,couple it's the penalty there to keep
72:28,this drive alive and then of course the
72:30,big play to Gabriel when he got crossed
72:31,up
72:33,with three catches 76 yards in the game
73:02,this is a this is not what you want to
73:04,see Rob Nika bitch he has the cover
73:07,Coleman as he comes across he gets
73:10,caught up in the traffic as you see he's
73:12,trying to then get out there he gets
73:14,outflanked there's no way you're going
73:16,to be able to make a play on Coleman
73:17,it's a six yard touchdown catch by Tevin
73:20,Coleman
73:22,this to make it 28 to 3
73:25,[Applause]
73:29,not sit through New England snapped
73:33,Atlanta first time they had it in this
73:35,second half not this time down the field
73:37,they go
73:38,Coleman into the end zone Arthur Blank
73:41,loving it up by 25 and Robert Kraft who
73:45,said an unprecedented run of success as
73:48,owner of the New England Patriots with
73:51,his son Jonathan craft to his left our
73:53,right he has never experienced anything
73:55,like this in a Super Bowl
74:00,his eighth as an owner of New England
74:03,Dion Lewis takes a knee that's a superb
74:07,also
74:08,might as well kill mark Whalberg huge
74:12,Patriots fan and Chrissy Teigen and John
74:14,Legend
74:16,John can cause a stir in a hotel lobby
74:18,take my word for it Elton John is here
74:20,John Travolta is here Mel Blanc's Tony
74:24,Dungy a Super Bowl champion in that oh
74:26,six season Roger Goodell and there's
74:29,James Baker former Secretary of State
74:31,former Secretary of the Treasury Bob
74:34,McNair on the far right vice president
74:36,Mike Pence in the middle McNair has to
74:38,be thrilled
74:40,his city stepped up with a challenge of
74:42,hosting a Super Bowl his stadiums all
74:45,lit up the hole is deeper for Tom Brady
74:48,in New England underneath passes caught
74:51,Dion Lewis and this offense isn't going
74:54,anywhere right now well we're saying Joe
74:56,really is the speed of this Falcons
74:58,defense and that's what Dan Quinn wanted
75:00,to address when he came in and took over
75:02,as the head coach of this team it was
75:04,the this defense was last in the NFL the
75:08,year before Dan Quinn took over and at
75:10,every position other than defensive
75:11,tackle he'll take speed oversized every
75:14,time and we're seeing guys like dion
75:16,jones were flying all over this field
75:18,and make it place
75:25,second out in seven
75:27,[Applause]
75:30,is messed in a first down for James
75:32,white date of 12 you really can't get
75:40,anything going downfield and that's not
75:42,a typical of New England no chip away
75:45,and just drive it right down your throat
75:47,but not tonight against Atlanta yet yeah
75:49,some self-inflicted punishment too you
75:52,know with the turnovers and we said if
75:54,it Tom Brady three turnovers three
75:56,interceptions in this postseason one
75:58,more than he had all year
76:01,balls and just some uncharacteristic
76:03,things by this patron team
76:06,she's coming because of the turnovers by
76:09,New England is Dion Lewis carries it
76:12,over the right side and picks up eight
76:15,it's a fumble by LeGarrette Blount there
76:18,was an interception return for a
76:20,touchdown by Robert Alford as he picked
76:22,Brady
76:24,and returned in 82 yards to make it 20
76:27,min the first half now second and 2
76:30,[Applause]
76:40,nothing lost a yard third down coming up
76:44,Deon Jones right in the middle of it yet
76:47,again for Atlanta well he's been
76:48,everywhere has it he and they talk about
76:50,Deon Jones and the year that he has had
76:53,and as the middle linebacker that's kind
76:55,of new for him when he got here and he's
76:58,had to be the signal caller and take
77:00,over as the leader and initially that
77:02,was not something he was overly
77:04,comfortable with but his Dave Quinn said
77:06,he began to find his voice as a season
77:09,window for the last month of the season
77:11,he was terrific third down and three
77:13,this is a lateral throw is to Louis
77:19,as the Patriots try little trickery on
77:23,third down and three and now on fourth
77:25,down
77:25,we'll see if Bill Belichick goes for
77:28,know about that play call either now
77:31,they're just trying to create some some
77:33,big playability and maybe catch the
77:37,Falcons off-guard and it looked
77:40,initially like he had a chance to Dion
77:42,Lewis but the ball just not getting
77:44,there fast enough unable to make the
77:46,play and I'm not surprised at all
77:48,they're going for
77:50,46 down by 25
77:58,the man first down big conversion
78:01,Amendola out of bounds inside the 40
78:04,[Applause]
78:06,it's why that play call on third down
78:08,and three I mean you want the ball in
78:10,Brady's hands throwing it not Edelman
78:14,but in this case they convert on fourth
78:16,down with a completion of 17 - Danny
78:19,Amador
78:22,there's three catches for 28 yards
78:25,[Applause]
78:33,bliss quick throw Amendola
78:36,immediately play made by Jalen Collins
78:39,game of to the von Drake ample he was
78:42,coming off the edge in the third what
78:45,those speed rookies that they picked up
78:48,at the linebacker position any of you
78:50,look around this league
78:52,the Falcons possess the fastest
78:54,linebackers in all of football Patriots
78:58,in the first half took it inside the
79:00,Atlanta 35 three times and
79:03,three points
79:06,[Applause]
79:14,second job
79:17,in complaint
79:21,third down and eight with a clock
79:23,stopped in 449 left third quarter just a
79:26,little bit off Joe you watch gravy in
79:29,that first half they were getting some
79:31,pressure on him and really wasn't able
79:33,to settle in that time
79:36,with plenty of time in the pocket and
79:38,just not a very accurate throw and
79:42,that's he's been off just a little bit
79:44,then he's kind of been on the mark
79:45,they've had a few key drops but it just
79:47,hasn't been as it's safe as I'm used to
79:49,seeing from this team
79:55,now third down and eight Brady flush
79:58,down
79:59,[Music]
80:03,20
80:06,he doesn't do it much but that's a
80:08,15-yard carry by Tom Brady and because
80:11,of that then when you're rushing him if
80:13,you tend to lose sight of contained so
80:17,they come underneath they're trying to
80:18,get inside pressure and and Tom
80:20,recognizes it he gets outside looking at
80:22,the throat but once he sees open
80:24,fielding takes it and obviously not a
80:26,guy who runs very often just 28 rushing
80:28,attempts on the regular season but a big
80:32,run there for this
80:33,phaedra defense ties in season game with
80:35,a 15-yard Kent
80:37,[Applause]
80:43,close to the 15 got a meal on the stop
80:49,Neal
80:49,first-round pick from Florida how about
80:52,this helmets are stuck between Martellus
80:55,Bennett and Dwight Freeney and all the
80:59,while the clocks running the clocks been
81:03,running on this drive it's Patriots
81:06,getting a nice drive going but certainly
81:09,time right now is what they're
81:10,contending with as well as points
81:12,[Applause]
81:17,officials reset the play clock but every
81:20,second on the game clock is precious and
81:22,that's been running ever since that
81:25,means Game five
81:29,right sir
81:30,[Applause]
81:31,[Music]
81:32,hang on
81:35,big hit on the tapper wasn't alone out
81:39,there in a carry of ten yards buck wants
81:41,some tough running thereby LeGarrette
81:43,Blount he's trying to
81:46,climb back into this thing and know that
81:48,they got to come away with a touchdown
81:49,on this Drive and all for trying to
81:51,bring down a big man and that's not easy
81:53,to do
81:54,[Applause]
82:05,to the five that's it and I would
82:08,imagine Patriots fans we're saying throw
82:11,the football I mean I they're getting
82:13,yardage with one but we're under two and
82:15,a half left now in the third quarter and
82:18,a lot of time is coming off the clock on
82:20,this Drive you see how much time the
82:22,drive has taken over six minutes right
82:24,now and Dan Quinn is perfectly happy you
82:28,know
82:28,allowing them to drive the football and
82:30,take time off the clock they've done a
82:32,good job not giving a big play
82:33,now they'll throw pass is caught that's
82:36,right
82:37,touchdown
82:45,[Applause]
82:49,rady takes his team into the end zone a
82:51,long drive with 206 left in the third
82:55,quarter first touchdown of the game
82:57,for New England Brian Poole we've seen
83:00,excuse me Taylor Collins that was him on
83:02,the outside
83:04,that's a touchdown and James white he's
83:07,been one of the real positives for this
83:09,offense he's a lead receiver for the
83:10,Patriots in this ball game
83:15,Kowski free extra point
83:20,[Applause]
83:26,the touchdown and Gus Kowski misses the
83:30,extra point that's his fifth miss of the
83:33,seasons and Atlanta's about to get it
83:38,back we'll see how Bill Belichick wants
83:42,to
83:51,that's going to be a penalty flag it
83:53,looked like it hit Gostkowski before at
83:55,110 yards it's recovered by
84:00,anyway
84:01,[Applause]
84:05,but it looked like it hit Gus Kowski
84:06,it's got to travel ten yards untouched
84:11,by the kicking team
84:13,and that's why they threw the flag but
84:16,it's Atlanta's ball anyway the Lord
84:20,Reynolds let's watch and see where this
84:22,comes up
84:26,right
84:29,on the right knee
84:31,rattles he comes in and he's able to get
84:33,draw those bodies and get on it
84:35,really great work by him
84:38,well-designed amines book though
84:40,up there with it hitting Gus Kowski
84:42,[Applause]
84:47,Falcons offense that a defense is not
84:49,had a great deal of success against
84:51,without standing fill position Lloyd
84:55,Reynolds is a fourth-year Pranav
84:57,Virginia has a bull touch on the kicking
84:59,team the ball hit the kicker that
85:00,five-yard penalty will be added to the
85:02,spot of the recovery first down Atlanta
85:05,to a moment for the special teams coach
85:08,Keith Armstrong Kowski into 28 to 9
85:21,while you're watching the game they are
85:26,watching the bay welcome to Baywatch
85:28,keep people dry floors not police you
85:31,people whoa whoa what are you wearing
85:49,freedom that's desecration dear
85:53,predictable there's no other way to say
85:56,this it's over
85:58,I found a permanent escape from monotony
86:01,together we are perfectly balanced our
86:05,sense is awake our hearts racing as one
86:09,I know this is sudden but they say if
86:13,you love something
86:15,set it free see you around
86:19,Julia been saving something special for
86:26,you what is it Verizon phones every time
86:32,you go over your data limit you get
86:34,punished streaming movies punished love
86:38,getting hit with surprise fees where do
86:40,you see how confusing and painful the
86:42,billions Wireless pain is fine if you're
86:45,into that sort of thing if not get
86:47,t-mobile one-all unlimited now with
86:49,taxes and fees including this year
86:53,everyone's coming to Daytona
87:00,one winner
87:01,[Music]
87:05,[Applause]
87:12,[Music]
87:24,man Ryan has a perfect passer rating so
87:28,far at 158 point 3 12 of 14 193 yards
87:33,did a failed onside kick try in the
87:36,five-yard penalty starting at the New
87:38,England 41
87:40,nineteen
87:46,finds his receiver that's Cooper the
87:49,tight end who has a touchdown in this
87:51,game he picks up nine
87:54,we know that Matt Ryan is now the MVP of
87:57,the NFL born in 1985 extant Pennsylvania
88:01,attended Boston College was the third
88:05,overall pick in 2008 behind jake long
88:08,and chris long and now the MVP
88:11,[Music]
88:13,[Applause]
88:15,regular season 38 touchdown seven
88:18,interceptions
88:20,[Applause]
88:23,flies good play there
88:25,[Applause]
88:28,and Roberts flowers was in there as well
88:30,Tim and Coleman note game that a flag
88:32,flew early
88:38,holding number 70 offense 10-yard
88:41,penalty repeat second down against left
88:44,tackle Jake Matthews
88:49,this Patriots defense say they've done a
88:51,much better job in the second half
88:52,there's no doubt that Kyle Shanahan
88:54,would like to run the football like they
88:56,did in that first half line this clock
88:58,down but the Patriots have gotten much
89:00,more physical out on the edges yards
89:03,have been harder to come by
89:04,follow up on Matt Ryan yeah I mean right
89:07,from the beginning the guy just he said
89:09,that he'd love this offense and it was
89:11,really a matter of getting comfortable
89:12,with calling the plays there's a lot of
89:15,verbage within the offense and this year
89:18,as the season began he had weapons he
89:21,felt comfortable with what he was doing
89:24,another year in the system and for the
89:26,results speak for themselves and
89:28,congratulations to him on being named
89:30,the league MVP
89:35,Oh welcome you inside our broadcast
89:37,booth and you keep waiting because of
89:40,their history because of his history
89:42,talking about Tom Brady and talking
89:44,about the New England Patriots to jump
89:46,back in this game get a key stop get a
89:48,turnover it's not happening and that's
89:50,in large part to the play of the Atlanta
89:52,Falcons yeah they've really have they
89:53,you know they've grown up as the seasons
89:55,progressed but this is another big step
89:57,against this Patriot team you know in
