time,transcript
18:05,BRADY DANCING.
18:06,AND IT IS PICKED AT THE 5-YARD
18:09,LINE.
18:10,JEREMY LANE!
18:12,STILL ON THE RUN.
18:14,TRIPPED UP.
18:16,PETE CARROLL RIGHT THERE TO
18:18,SALUTE HIM.
18:19,SO THE DRIVE ENDS ON A THIRD AND
18:23,6 AS LANE PICKS IT OFF.
18:27,AND HE'S DOWN.
18:29,THEY'VE WRAPPED UP HIS LEFT ARM.
18:30,"THAT'S THE FIRST INTERCEPTION,"
18:32,"REGULAR SEASON OR POSTSEASON, IN"
18:34,"HIS THREE YEARS, BUT HE PAYS THE"
18:35,"PRICE, AS HE GETS CARTED BACK TO"
18:37,THE LOCKER ROOM.
18:42,BRADY UNDER SOME PRESSURE THAT
18:44,TIME.
18:45,"THAT WAS A 13-PLAY, 58-YARD"
18:46,DRIVE.
18:47,IT TOOK 7:41.
18:48,ENDS WITH A PICK.
18:54, HARD TO BELIEVE THAT
18:55,TOM BRADY JUST MADE THAT
18:56,MISTAKE.
18:57,"UNDER PRESSURE, YES, BUT REALLY"
19:00,JUST THREW THAT ONE UP.
19:01," NEW ENGLAND'S RUN 19 PLAYS,"
19:03,SEATTLE'S RUN 3.
19:07,ALL OF THEM RUNS BY LYNCH.
19:10,THIS TIME IT IS WILSON LOOKING
19:11,DOWNFIELD.
19:12,TAKES CARE OF NINKOVICH WITH A
19:14,GOOD FAKE.
19:14,AND THERE HE GOES.
19:16,SLIDING TO A STOP AT THE 21-YARD
19:17,LINE.
19:18,AND THAT'S WHERE RUSSELL WILSON
19:19,"CAN REALLY KILL YOU, NOT ONLY"
19:21,"WITH HIS ARM, BUT WITH HIS LEGS."
19:22,AND BACK WE GO TO THE
19:23,INTERCEPTION.
19:24, HERE COMES BENNETT.
19:25,SCHOFIELD'S GONNA GO DOWN
19:27,INSIDE.
19:27,WATCH HOW LONG BENNETT WAITS.
19:29,"WAIT, WAIT, WAIT."
19:30,HERE HE COMES.
19:31,AND NOW ATTACKS TOM BRADY.
19:33,"AS SOON AS BRADY SEES HIM, HE"
19:35,BASICALLY TRIED TO JUST LEAN
19:37,"BACK A LITTLE BIT, AND THREW IT"
19:39,RIGHT INTO THE ARMS OF
19:40,JEREMY LANE.
19:41,HUGE MISTAKE.
19:43, SECOND DOWN AND 3.
19:48,WILSON YET TO THROW A PASS.
19:50,HERE'S LYNCH.
19:52,AND LOOK AT LYNCH.
19:53,SO TYPICAL OF LYNCH.
19:55,TURNS HIS SHOULDERS.
19:56,THEY CALL HIM A SPLIT-LEGGED
19:58,RUNNER.
19:58,YOU SEE HOW HE'S BUILT.
20:00,POWERFUL.
20:01,KNOCKS OVER PEOPLE.
20:03,HAS HAD SOME OF THE GREATEST
20:04,RUNS WE'VE SEEN IN THE LAST FIVE
20:05,YEARS.
20:06,FIRST DOWN HERE.
20:07," YEAH, IN THE LAST FOUR YEARS,"
20:09,"NO ONE HAS MORE RUSHING YARDS,"
20:10,"100-YARD GAMES, OR RUSHING"
20:12,TOUCHDOWNS THAN THIS GUY.
20:13,"THEY CALL HIM BEAST MODE, AND"
20:15,YOU SEE WHY.
20:16,"THESE ARE LARGE HUMAN BEINGS,"
20:17,AND THEY SIMPLY CANNOT GET HIM
20:19,ON THE GROUND.
20:20,YOU SEE IT GAME AFTER GAME THAT
20:22,WE DO.
20:26, NOW WILSON.
20:29,WITH FIVE RECEIVERS.
20:32,JUST A THREE-MAN RUSH FROM
20:33,NEW ENGLAND.
20:34,AND A SPY ON WILSON.
20:36,HAS TIME.
20:37,CAN'T GET ANY PRESSURE ON HIM.
20:39,THERE HE GOES.
20:40,AGAIN.
20:41,"LOOKING FOR THE FIRST DOWN, BUT"
20:43,COMING UP TO MAKE THE TACKLE
20:45,IS DARRELLE REVIS.
20:46,AND THAT IS A VERY FAST FIRST
20:48,QUARTER THAT HAS JUST COME TO AN
20:50,END.
20:51,BACK TO GLENDALE.
20:52,"AL MICHAELS, CRIS COLLINSWORTH,"
20:54,MICHELE TAFOYA.
20:54,THERE ARE YOUR NUMBERS THROUGH
20:56,THE FIRST QUARTER.
20:57,"NEW ENGLAND HAD THAT LONG DRIVE,"
20:59,AND THAT WAS ENDED WHEN LANE
21:02,PICKED OFF THE PASS.
21:03,THAT'S THE ONE TURNOVER.
21:04,"YOU KNOW, WE TALKED TO"
21:06,PETE CARROLL YESTERDAY -- BEFORE
21:07,"WE TALK ABOUT THAT, LET'S GO TO"
21:09,MICHELE FOR AN INJURY UPDATE.
21:10, YOU MENTIONED JEREMY LANE.
21:12,"IT WAS A COSTLY INTERCEPTION,"
21:14,AL.
21:14,HE IS DOUBTFUL WITH A LEFT-WRIST
21:16,INJURY.
21:16,HE HAS GONE BACK FOR X-RAYS.
21:18,YOU SAW HIM CARTED BACK TO THE
21:19,LOCKER ROOM.
21:20,BUT THAT MAY BE THE ONLY PLAY HE
21:22,"MAKES TONIGHT, AL."
21:23," THANK YOU, MICHELE."
21:24,HIT BY JULIAN EDELMAN AT THE END
21:26,OF THE PLAY.
21:27,SECOND DOWN AND 12.
21:28,HERE'S LYNCH.
21:30,"YOU KNOW, CRIS, WE TALKED TO"
21:31,PETE CARROLL YESTERDAY.
21:32,"I SAID, ""YOU THINK THIS STARTS"
21:34,LIKE THE HAGLER-HEARNS FIGHT
21:35,WHERE THE GUYS COME OUT AND JUST
21:37,TRY TO KILL EACH OTHER AT THE
21:38,"OUTSET, OR IS THIS MORE LIKE"
21:40,"YOU'RE PARRYING, YOU'RE TRYING"
21:41,"TO FEEL YOUR WAY THROUGH?"""
21:43,THAT'S THE WAY IT'S STARTED.
21:44," YEAH, THESE TWO GREAT"
21:46,"COACHES, THEY WANT TO SEE WHAT"
21:48,THE OTHER ONE IS GOING TO DO.
21:49,AND WE'VE SEEN IT IN SUPER BOWLS
21:51,BEFORE.
21:52,SOMEHOW BILL BELICHICK HAS A WAY
21:53,OF PLAYING IT A LITTLE BIT CLOSE
21:55,TO THE VEST.
21:56,BUT THAT'S A HUGE MISS RIGHT
21:57,THERE.
21:58,WHEN YOU'RE PLAYING AGAINST A
21:59,"DEFENSE LIKE THAT, YOU CAN'T"
22:00,TURN IT OVER WHEN POINTS ARE
22:02,SITTING THERE FOR YOU.
22:05," THIRD AND 9, WITH FIVE"
22:07,RECEIVERS OUT THERE.
22:08,WILSON IS UNDER SOME PRESSURE.
22:11,BUT THERE HE IS ESCAPING AND
22:13,SURVEYING.
22:13,NOW HE'LL GO BACK THE OTHER WAY.
22:15,HE GETS A NICE BLOCK.
22:16,AND THE PASS IS INCOMPLETE.
22:19,"DOWNFIELD, INTENDED FOR"
22:21,BRYAN WALTERS.
22:22,SO NOBODY COULD GET OPEN.
22:23,PRESSURE WAS PUT ON.
22:24,FOURTH AND 9.
22:25," WELL, HERE'S THE KEY --"
22:27,THE PATRIOTS ARE GOING ALL
22:28,MAN-TO-MAN COVERAGE.
22:30,"LOOK, ACROSS THE BOARD."
22:31,THERE'S REVIS RIGHT THERE ON
22:32,DOUG BALDWIN.
22:33,THAT'S GOING TO BE HIS MATCH
22:34,THROUGHOUT THE COURSE OF THE
22:35,DAY.
22:35,THE RECEIVERS ARE SCRAMBLING
22:37,"AROUND, TRYING TO MAKE A PLAY."
22:38,THERE JUST WAS ABSOLUTELY NOBODY
22:40,OPEN ANYWHERE.
22:42,"AND FOR RUSSELL WILSON, HE"
22:43,REALLY NEEDS TO FIND A LITTLE
22:44,"RHYTHM THROWING THE BALL, BUT SO"
22:46,FAR THIS COVERAGE TOO MUCH.
22:47, 0 FOR 1 IS WILSON.
22:49,THE OTHER PLAY WAS A SACK.
22:50,REVIS GOT CREDIT FOR A SACK ON
22:51,THE PLAY THAT ENDED THE FIRST
22:53,QUARTER.
22:54,NOW THE KICK HERE BY JON RYAN.
22:57,JULIAN EDELMAN.
22:58,SHORT KICK.
22:59,FIELDS AT THE 34.
23:01,DOES A LITTLE DANCING TO THE
23:02,OUTSIDE.
23:03,"TACKLED, AFTER A RUNBACK OF 2,"
23:06,BY BROCK COYLE.
23:07,LATE AFTERNOON HERE AT THE
23:08,UNIVERSITY OF PHOENIX STADIUM.
23:10,DARRELL BEVELL GOING OVER THINGS
23:12,WITH RUSSELL WILSON.
23:13,AND BRADY STARTS THIS DRIVE FROM
23:15,THE 35-YARD LINE.
23:18,BLOUNT IS THE BACK.
23:20,"AN ERRANT SNAP, BUT HE COLLECTS"
23:21,"IT AND THEN HITS AMENDOLA, WHO'S"
23:23,NOW CAUGHT THREE.
23:24,AND THAT'S A FIRST DOWN BEFORE
23:26,EARL THOMAS RUNS HIM INTO THE
23:28,PATRIOT BENCH.
23:32," WELL, WE'VE SEEN"
23:33,MICHAEL BENNETT HAVE AN EARLY
23:34,IMPACT ON THIS GAME FROM
23:36,SEVERAL DIFFERENT PLACES.
23:37,DAN CONNOLLY UNABLE TO GET HIS
23:39,HANDS ON HIM.
23:40,"THEN IN THE RUN GAME,"
23:42,"RYAN WENDELL, WHO CAN'T BLOCK"
23:44,HIM.
23:44,"AND THEN THE STUNT, WHERE"
23:45,HE'S GOING TO COME ALL THE WAY
23:47,AROUND.
23:47,AND THIS PRESSURE LEADS TO THE
23:50,BIG INTERCEPTION.
23:53, THAT WAS A GAIN OF 17 ON THE
23:55,LAST PLAY.
23:55,"GOOD PLAY FAKE, GOOD PLAY"
23:57,"ACTION, BUT GOOD COVERAGE ON"
23:58,THE OTHER SIDE -- INCOMPLETE.
24:00,THAROLD SIMON MAKES A NICE PLAY.
24:02,"BRANDON LaFELL, THE INTENDED"
24:04,RECEIVER.
24:05,"AND SIMON IS IN FOR LANE, WHO IS"
24:07,"MOST LIKELY DONE FOR THE DAY,"
24:08,SO THERE IS YOUR NEW NICKEL.
24:10,"AND, BOY, THAT LEGION OF BOOM"
24:12,"RIGHT NOW -- LANE, WHO IS KIND"
24:13,"OF A SUPPORTING ACTOR, IS OUT."
24:15,YOU'VE GOT THE ELBOW FOR
24:16,SHERMAN.
24:17,YOU GOT CHANCELLOR'S KNEE.
24:19,AND YOU HAVE THOMAS' SHOULDER.
24:21, AND SIMON'S GOT A BRACE
24:23,THERE.
24:24,"IT'S THAT TIME OF YEAR, AL."
24:25,YOU JUST HAVE TO STRAP IT ON AND
24:27,GO PLAY.
24:32, VEREEN IS THE BACK IN THIS
24:35,SET.
24:35,THERE GOES EDELMAN OUT OF THE
24:37,SLOT.
24:37,"BRADY, QUICK FLIP OVER THE"
24:39,MIDDLE.
24:39,CAUGHT.
24:40,THAT'S BRANDON LaFELL.
24:41,HAD A NICE YEAR.
24:42,CAME OVER FROM CAROLINA.
24:45,"PLAYED FOUR YEARS THERE, WAS AN"
24:47,UNRESTRICTED FREE AGENT.
24:48,THAT WILL MAKE IT THIRD DOWN AND
24:50,3
24:50, HERE'S THE CHANGEUP RIGHT
24:51,HERE.
24:52,NOW YOU SEE WHAT'S CALLED A BULL
24:53,RUSH.
24:54,THEY SET HIM UP WITH THE SPIN
24:55,"MOVE INSIDE, NATE SOLDER."
24:56,THEY'VE BEEN OUTSIDE.
24:57,"AND THAT TIME, THEY TRY TO GO"
24:59,RIGHT DOWN THE MIDDLE.
25:00,"SO FAR, NATE SOLDER'S HOLDING UP"
25:02,WELL.
25:05," SOLDER, THE ONLY FIRST-ROUND"
25:07,DRAFT CHOICE STARTING FOR THE
25:09,PATRIOT OFFENSE.
25:12,THIRD AND 3.
25:18,BRADY OUT OF THE POCKET.
25:19,AND HE CONNECTS HERE.
25:20,THAT WILL BE A FIRST DOWN.
25:22,VEREEN TO THE OUTSIDE.
25:23,"AND BOBBY WAGNER SAID, ""UGH!"""
25:24,CLAPPING HIS HANDS.
25:25,"SHOULD HAVE STOPPED HIM,"
25:27,COULDN'T -- FIRST DOWN.
25:28," HERE'S WHAT'S HAPPENING, AL."
25:29,THEY ARE JUST BASICALLY -- YOU
25:31,"KNOW, IN BASKETBALL, YOU CLEAR A"
25:33,"ZONE, YOU LET A MICHAEL JORDAN"
25:34,OR SOMEBODY GO ONE-ON-ONE?
25:36,IT'S THE SAME SORT OF THING
25:37,THAT'S HAPPENING HERE.
25:38,"SHANE VEREEN, THEY'RE CLEARING"
25:40,"OUT A ZONE, LETTING HIM GET INTO"
25:41,A ZONE WITH ONE OF THOSE
25:43,"LINEBACKERS, AND JUST TRY AND"
25:44,"MAKE SOME ADJUSTMENTS, GET HIM"
25:46,THE BALL AND ALLOW HIM TO BREAK
25:47,A TACKLE AND PICK UP A FIRST
25:49,DOWN.
25:49, SURGICAL.
25:52,"SHERMAN ON THE OUTSIDE, LINED UP"
25:54,AT THE BOTTOM AGAINST LaFELL.
25:56,"BRADY, GOOD PLAY FAKE, GOOD"
25:58,TIME.
25:59,DEEPEST PASS OF THE DAY FOR HIM.
26:01,AND IT'S INCOMPLETE.
26:02,GRONKOWSKI WITH SOME CONTACT AT
26:05,"THE END OF THE PLAY, BUT THERE"
26:07,IS NO FLAG.
26:08,IT WILL BE SECOND DOWN AND 10.
26:09, THAT'S A GOOD SIGN FOR
26:11,SEAHAWK FANS BECAUSE HERE'S
26:12,KAM CHANCELLOR'S FIRST SHOT
26:14,RUNNING DOWN THE FIELD AGAINST
26:16,GRONKOWSKI.
26:17,ALMOST CAME BACK UNDERNEATH AND
26:18,MADE THE PLAY.
26:19,BUT SO MANY TIMES WE SEE THIS
26:21,NEW ENGLAND OFFENSE REALLY GET A
26:24,JUMP START WHEN GRONKOWSKI
26:26,"STARTS TO GET INTO THE GAME, AND"
26:28,"SO FAR, NOT A FACTOR."
26:29, IN ALL OF BRADY'S
26:31,"SUPER BOWLS -- THREE WINS, TWO"
26:32,LOSSES -- ON PASSES THAT HE'S
26:34,THROWN MORE THAN 20 YARDS FROM
26:35,"THE LINE OF SCRIMMAGE, HE'S 1"
26:37,FOR 22.
26:39,SO HE'S BEEN GREAT ON THE SHORT
26:41,STUFF.
26:41,HERE HE HANDS THE BALL OFF ON
26:42,SECOND DOWN.
26:43,IT GOES TO SHANE VEREEN.
26:46,TO THE 35-YARD LINE.
26:47,GAIN OF 1.
26:48,IT'LL BE THIRD DOWN.
26:51," WELL, SOME OF THE QUICKNESS"
26:53,NOW STARTING TO SHOW UP.
26:54,"AND FOR PETE CARROLL, HE HAS TO"
26:56,BE SO PROUD OF HIS DEFENSE.
26:58,YOU THINK OF WHAT THEY DID IN
27:00,THAT CHAMPIONSHIP GAME AGAINST
27:02,"GREEN BAY, SURVIVING ALL THOSE"
27:04,TURNOVERS.
27:05,"AND HERE COMES BENNETT AGAIN,"
27:07,"INSIDE, FLYING THROUGH THERE."
27:09,EVEN WHEN THEY'RE ON THE BACK
27:11,"SIDE, YOU HAVE TO BE READY FOR"
27:13,THAT QUICKNESS.
27:14, THIRD AND 9.
27:15,THIS WILL BE THE 26th PLAY RUN
27:17,BY NEW ENGLAND.
27:18,SEATTLE HAS RUN 8.
27:23,BRADY PROTECTED AGAIN.
27:25,THROWS -- CAUGHT ON THE RUN BY
27:26,EDELMAN.
27:27,HE'LL TAKE THE BALL TO ABOUT THE
27:29,10-YARD LINE.
27:31,JULIAN EDELMAN GETS FREE OVER
27:33,THE MIDDLE.
27:36,"ON A THIRD-AND-9 PLAY, THAT'S"
27:38,23 YARDS.
27:39, SO THE INJURY SHOWING UP
27:41,ALREADY HERE NOW.
27:42,JEREMY LANE WOULD BE IN THAT
27:44,POSITION.
27:45,NOW IT'S THAROLD SIMON.
27:46,AND JULIAN EDELMAN TOO QUICK.
27:48,SO YOU WONDERED WHETHER OR NOT
27:50,THEY WOULD ATTACK DOWN THE FIELD
27:52,AGAINST THE RICHARD SHERMANS.
27:54,"CLEARLY, THEY HAVE NOT TRIED TO"
27:55,DO ANY OF THAT.
27:56,"BUT THESE INSIDE ROUTES, THE"
27:58,QUICKNESS OF THOSE TWO GUYS --
28:00,"SHANE VEREEN, JULIAN EDELMAN --"
28:02,NOW SHOWING UP.
28:04, SO THE SECOND DEEP SURGE BY
28:05,NEW ENGLAND.
28:06,THE FIRST ENDED WITH THE
28:07,INTERCEPTION.
28:09,AND THIS IS BLOUNT GOING
28:11,NOWHERE.
28:12,GAIN OF 1 TO THE 11-YARD LINE.
28:15,IT WILL BE SECOND DOWN AND 9.
28:18, WE'VE GOT OUR FIRST LITTLE
28:20,TACKLE-ELIGIBLE PLAY HERE.
28:22,"OF COURSE, THAT WAS A BIG PART"
28:24,OF THE CONVERSATION EARLIER.
28:26,SO YOU GET CAMERON FLEMING IN
28:28,THERE.
28:28,HE WOULD HAVE BEEN ELIGIBLE.
28:30,THAT ONE'S JUST SORT OF A BLUFF.
28:31,WILL THEY COME BACK AND HAVE
28:33,SOME SORT OF A PLAY WHERE HE'S
28:35,"ELIGIBLE, RECEIVER'S INELIGIBLE?"
28:38,WE'VE SEEN THEM ALL FROM
28:39,JOSH McDANIELS.
28:40," YES, WE HAVE."
28:41,FLEMING OVER TWO DOZEN TIMES
28:43,REPORTING AS ELIGIBLE AGAINST
28:45,INDIANAPOLIS.
28:47,SECOND AND 9.
28:49,BRADY THROWS -- CAUGHT!
28:51,"LaFELL, TOUCHDOWN!"
28:59,"BRANDON LaFELL, FROM CAROLINA TO"
29:01,"NEW ENGLAND AS A FREE AGENT,"
29:04,"MAKES THE CATCH, AND NEW ENGLAND"
29:06,STRIKES FIRST.
29:09, GOING RIGHT AFTER
29:10,THAROLD SIMON.
29:11,YOU KNEW IT WAS GONNA HAPPEN.
29:12,"HARD SLANT INSIDE, AND THEN"
29:14,WATCH THE TAIL END OF THIS
29:17,PLAY.
29:17,IT IS EARL THOMAS THAT COMES
29:19,"OVER, AND SIMON ENDS UP HOLDING"
29:22,HIS ARM OR SHOULDER AFTER TAKING
29:24,THE BRUNT OF THAT HIT.
29:27,THEY DON'T HAVE MANY CORNERS
29:29,"LEFT TO PLAY, SO THEY NEED ALL"
29:31,THESE GUYS TO STAY HEALTHY.
29:32, GOSTKOWSKI FOR THE EXTRA
29:34,POINT.
29:35,SO BRADY PUTS SIMON IN THE
29:38,CROSSHAIRS.
29:40,IT'S THE GRAND CANYON STATE.
29:42,"ONE OF THE YOUNGER STATES,"
29:43,OBVIOUSLY.
29:44,THE 48th STATE.
29:45,ONLY HAWAII AND ALASKA HAVE BEEN
29:47,IN THE UNION A SHORTER PERIOD
29:50,OF TIME.
29:50,RUSSELL WILSON READY TO COME
29:52,BACK OUT.
29:53,NINE FIRST DOWNS FOR
29:55,"NEW ENGLAND, ONE FOR SEATTLE."
29:57,"TOTAL PLAYS, 28-8."
29:59,GOSTKOWSKI TO KICK OFF.
30:01,AND DOUG BALDWIN WILL MOVE TO
30:04,HIS RIGHT AND JUST LET IT FLOP
30:07,OUT OF THE END ZONE.
30:10,9:47 LEFT IN THE HALF.
30:13,WILSON READY TO TAKE OVER.
30:14,RAISED THE LOMBARDI TROPHY LAST
30:16,YEAR AND TOLD US WHEN HE PUT IT
30:17,"DOWN, ALL HE COULD THINK ABOUT"
30:19,WAS DOING IT AGAIN NEXT YEAR.
30:21,"WELL, HERE IS NEXT YEAR, AND"
30:23,HE'S GOING TO GET SACKED AGAIN
30:24,FOR THE SECOND TIME AT THE
30:25,18-YARD LINE.
30:27,CHANDLER JONES COMES IN TO TAKE
30:29,HIM DOWN TO MAKE IT SECOND DOWN
30:31,AND 12.
30:35, I DON'T KNOW EXACTLY WHAT
30:36,"HAPPENS HERE, BUT RUSSELL OKUNG"
30:37,"IS GONNA PULL OUT, AND"
30:39,CHANDLER JONES IS GOING TO END
30:40,"UP ON THE GUARD,"
30:41,JAMES CARPENTER.
30:42,"MARSHAWN LYNCH, WHEN HE WAS"
30:43,"COMING OUT FOR THE ROUTE, KIND"
30:45,OF KNOCKED CARPENTER OFF.
30:46,"SO, SO FAR HERE, RUSSELL WILSON"
30:48,HAS GOTTEN NOTHING GOING AT ALL.
30:50,SORT OF LIKE THE BEGINNING OF
30:51,THE CHAMPIONSHIP GAME AGAINST
30:53,GREEN BAY.
30:53,"0 FOR 4 IN THAT ONE,"
30:54,FOUR INTERCEPTIONS --
30:56,UNTIL FOUR MINUTES TO GO IN THE
30:57,"GAME, A QUARTERBACK RATING OF 7."
30:59, WILSON HASN'T COMPLETED A
31:00,PASS.
31:00,BRADY'S COMPLETED 14.
31:02,TO THE 21-YARD LINE GOES
31:04,LYNCH.
31:05,TACKLED THERE BY JAMIE COLLINS.
31:08,SETTING UP A THIRD DOWN AND
31:09,LONG.
31:10,MAKE IT THIRD AND 8.
31:11, ONE OF THE REALLY
31:13,"INTERESTING MOVES HERE, THEY'RE"
31:14,BRINGING JAMIE COLLINS HERE TO
31:16,THE MIDDLE OF THE FIELD BECAUSE
31:17,THEY WANTED TO BE ABLE TO GO
31:19,SIDELINE TO SIDELINE WITH HIM.
31:20,THE FEELING WAS THAT NOT ONLY
31:22,COULD HE END UP SNIFFING OUT THE
31:24,"RUNS OF MARSHAWN LYNCH, BUT IF"
31:26,RUSSELL WILSON STARTS TO GET
31:28,"LOOSE ON THE EDGE, HE COULD RUN"
31:29,"HIM DOWN, AS WELL."
31:31,A VERY SIGNIFICANT PLAYER IN
31:33,"THIS GAME, JAMIE COLLINS."
31:35, 8 1/2 LEFT IN THE HALF.
31:37,THIRD AND 8.
31:44,WILSON.
31:45,GOING DEEP DOWN THE SIDELINE.
31:47,AND BROKEN UP.
31:49,"LOGAN RYAN, THE NICKEL, KNOCKED"
31:52,IT AWAY FROM JERMAINE KEARSE.
31:54,AND IT'S ANOTHER QUICK
31:55,THREE-AND-OUT FOR THE SEAHAWKS.
31:57, YOU'RE GONNA ASK ME WHAT THE
31:59,STORY LINE OF THIS GAME HAS
32:01,BEEN SO FAR?
32:01,I WILL TELL YOU THE UTTER
32:03,DOMINATION IN MAN COVERAGE OF
32:04,THE PATRIOTS' COVERAGE PEOPLE
32:06,ALL OVER THE PLACE.
32:07,THERE'S BEEN NOWHERE TO THROW
32:09,THIS FOOTBALL.
32:10,I'VE BEEN WATCHING IT ON ALMOST
32:12,EVERY PLAY.
32:12,THERE JUST IS NOTHING THERE.
32:14,"THEY'RE SPYING, THEY'RE TAKING"
32:16,CARE OF RUSSELL WILSON IN CASE
32:17,"HE WANTS TO RUN, AND THE"
32:18,COVERAGE PEOPLE DOWN THE FIELD
32:20,ARE WINNING.
32:21, GAME IS ALMOST 22 MINUTES
32:22,"OLD, AND WILSON HAS NOT"
32:24,COMPLETED A PASS.
32:26,JON RYAN.
32:27,"GOOD, DEEP."
32:28,BEAUTIFUL KICK.
32:29,FIELDED AT THE 17 BY EDELMAN.
32:31,RUNS INTO HIS OWN MAN.
32:33,"AND THEN RUNS OUT OF ROOM, AND"
32:34,HE'S TAKEN OUT OF BOUNDS AT
32:35,ABOUT THE 27-YARD LINE.
32:39,"IT'S THE OLD ADAGE, DEFENSE"
32:41,WINS SUPER BOWLS.
32:43,THERE'S A LIST OF THE TEAMS THAT
32:45,LED THE LEAGUE IN FEWEST POINTS
32:47,AND YARDS ALLOWED.
32:49,AND ONLY THE CHIEFS IN THE LAST
32:51,SUPER BOWL BEFORE THE AFL-NFL
32:53,"MERGER WOULD HAVE LOST, BUT THEY"
32:55,LOST TO THE NFL's NUMBER-ONE
32:57,"DEFENSE, AS THE VIKINGS WERE"
33:00,NUMBER ONE.
33:01,THEY WERE THE TEAM THAT LOST TO
33:03,THE KANSAS CITY CHIEFS BACK IN
33:05,"SUPER BOWL IV, AND THEN THE"
33:06,MERGER TOOK PLACE THE NEXT YEAR.
33:08," DEFENSE CAN'T WIN ANYTHING,"
33:09,"THOUGH, IF YOUR OFFENSE ISN'T"
33:11,DOING ANYTHING ON THEIR SIDE.
33:13,"140-22, THE TOTAL YARDS."
33:15, CRAZY.
33:16, GOODNESS GRACIOUS.
33:17, THEY'VE GOT GRONKOWSKI
33:19,OUTSIDE.
33:19,LaFELL IS ON THE SLOT TO THE
33:20,LEFT.
33:23,WILL THEY START TO PICK ON SIMON
33:25,AGAIN?
33:25,EDELMAN NOW SETS UP ON THE LEFT
33:27,SIDE.
33:27,HE'S GOT THREE GUYS COMING OUT
33:28,OF THE LEFT SIDE.
33:29,"LOOKS THAT WAY, AND HAS IT"
33:31,BATTED DOWN AT THE LINE OF
33:32,SCRIMMAGE.
33:33,"IT'S TONY McDANIEL, 6'7"", 305,"
33:36,"OUT OF TENNESSEE, BATTING IT."
33:38,SECOND AND 10.
33:39," YEAH, AND I THINK THAT'S A"
33:41,GOOD STRATEGY BECAUSE NOW BRADY
33:43,HAS GOT THEM SO FRUSTRATED WITH
33:45,"THESE QUICK THROWS, YOU'RE NOT"
33:47,SEEING THE PASS RUSHERS OF
33:48,SEATTLE EVEN MAKING MOVES.
33:50,THEY'RE BASICALLY HAVING TO JUST
33:52,GO PUSH INTO THE OFFENSIVE
33:53,LINEMEN AND THEN TRY TO GET
33:54,THEIR HANDS UP BECAUSE THERE'S
33:56,NO WAY THEY'RE GONNA GET THERE.
34:01, THREE RECEIVERS ARE SET ON
34:03,THE LEFT SIDE AGAIN.
34:05,BRADY.
34:06,CHECKING THE MIDDLE.
34:07,THROWS.
34:08,CUTTING OVER THE MIDDLE IS
34:09,JULIAN EDELMAN.
34:11,THEY TACKLE HIM.
34:12,IT'LL BE THIRD DOWN AND 3.
34:13,"BOBBY WAGNER, THE MIDDLE"
34:14,LINEBACKER WHO WAS SO
34:15,INSTRUMENTAL IN THE SUCCESS OF
34:16,"THIS TEAM WHEN HE GOT HEALTHY,"
34:18,MAKES THE STOP.
34:19," ALL RIGHT, HERE'S"
34:20,BOBBY WAGNER RIGHT HERE.
34:21,AND WHAT THEY'RE DOING IS
34:23,THEY'RE RUNNING SHANE VEREEN OUT
34:24,OF THE BACKFIELD.
34:25,THEN THEY'RE RUNNING THE TIGHT
34:27,END OR SLOT ON THAT SIDE UP THE
34:29,SEAM.
34:29,SO ALL THEY'RE DOING IS CLEARING
34:31,OUT AN ENTIRE ZONE AND LEAVING
34:33,EDELMAN ONE-ON-ONE WITH
34:34,"BOBBY WAGNER, AND THEY ARE"
34:36,WINNING THE GAME WITH THAT
34:37,STRATEGY.
34:39, THIRD AND 3.
34:43,VEREEN.
34:44,MOTION TO THE INSIDE.
34:45,BRADY.
34:46,ESCAPING.
34:47,"TURNS THE SHOULDERS, AND THE"
34:49,PASS IS DEFLECTED AND
34:50,INCOMPLETE.
34:52,SO IT'S FOURTH DOWN.
34:57, LOOKED LIKE TOM BRADY WAS
34:59,"LOOKING DOWN THE FIELD, AND HIS"
35:01,"RECEIVER GOT KNOCKED DOWN, SO"
35:02,HE BASICALLY JUST TRIED TO HOLD
35:04,ON TO IT.
35:04,HE SAW HIS RECEIVER ON THE
35:06,GROUND.
35:06,COULDN'T TELL WHO THAT WAS.
35:08,MAYBE EDELMAN.
35:09,EVERY RECEIVER'S ON THE GROUND.
35:11,GRONKOWSKI AND EDELMAN KIND OF
35:13,RAN INTO EACH OTHER.
35:14,"BRADY SAID, ""I BETTER NOT THROW"
35:16,"THIS ONE."""
35:17, THAT'S THE FIRST
35:19,THREE-AND-OUT.
35:20,RYAN ALLEN TO PUNT.
35:23,BRYAN WALTERS SET TO RUN IT
35:25,BACK.
35:30,AND IT BOUNCES AT THE 29-YARD
35:32,LINE.
35:33, WHO'S HERE?
35:33,"WELL, JOHN TRAVOLTA."
35:35,THERE HE IS.
35:36,KEVIN HART.
35:38,SITTING NEXT TO WILL FERRELL.
35:40,A FEW JOKES IN THAT LUXURY
35:42,SUITE.
35:42,MARK WAHLBERG LOVES HIS
35:44,NEW ENGLAND TEAMS.
35:45,KENNY CHESNEY LOOKING ON.
35:47,STEVEN TYLER IS ALSO A HUGE
35:49,PATRIOT FAN.
35:50,"AND WE HAVE ROYALTY, AS WELL."
35:52,FROM LIVERPOOL.
